Id,Title,Year,Rating,Runtime,Critic.Score,Box.Office
1646,Saw V,2008,R,92,12,56.7
1647,High School Musical 3: Senior Year,2008,G,112,65,90.5
1648,Changeling,2008,R,141,62,35.7
1649,RocknRolla,2008,R,114,59,5.7
1650,What Just Happened,2008,R,104,51,1.0
1651,The Haunting of Molly Hartley,2008,PG-13,82,3,13.4
1652,Zack and Miri Make a Porno,2008,R,101,65,31.4
1653,Role Models,2008,R,99,78,67.3
1654,House,2008,R,88,0,0.5
1655,Rachel Getting Married,2008,R,113,85,12.7
1656,Soul Men,2008,R,100,45,12.0
1657,Madagascar: Escape 2 Africa,2008,PG,89,64,180.0
1658,Quantum of Solace,2008,PG-13,106,65,168.4
1659,I.O.U.S.A.,2008,PG,85,88,0.6
1660,"Synecdoche, New York",2008,R,124,68,3.0
1661,Twilight,2008,PG-13,122,48,191.4
1662,Bolt,2008,PG,96,89,114.1
1663,Four Christmases,2008,PG-13,88,25,120.1
1664,The Boy in the Striped Pajamas,2008,PG-13,94,63,9.0
1665,Transporter 3,2008,PG-13,104,37,31.3
1666,Australia,2008,PG-13,165,55,49.4
1667,Punisher: War Zone,2008,R,103,27,7.9
1668,Cadillac Records,2008,R,109,67,8.1
1669,Sleep Dealer,2008,PG-13,90,69,0.035
1670,The Day the Earth Stood Still,2008,PG-13,104,21,79.1
1671,Nothing Like the Holidays,2008,PG-13,98,52,7.5
1672,Delgo,2008,PG,94,12,0.5
1673,Seven Pounds,2008,PG-13,123,27,70.0
1674,The Tale of Despereaux,2008,G,93,56,50.8
1675,Yes Man,2008,PG-13,104,46,97.6
1676,Free Style,2008,PG,94,29,0.0978
1677,Bedtime Stories,2008,PG,99,25,110.0
1678,The Curious Case of Benjamin Button,2008,PG-13,166,73,127.5
1679,Slumdog Millionaire,2008,R,120,92,141.2
1680,The Spirit,2008,PG-13,103,14,19.8
1681,Valkyrie,2008,PG-13,121,62,83.0
1682,Doubt,2008,PG-13,104,78,33.4
1683,Marley & Me,2008,PG,115,63,143.1
1684,Gran Torino,2008,R,116,79,148.1
1685,Last Chance Harvey,2008,PG-13,93,70,14.8
1686,Defiance,2008,R,137,57,28.6
1687,Hell Ride,2008,R,84,10,0.2
1688,Frost/Nixon,2008,R,122,92,18.6
1689,Inkheart,2008,PG,106,38,17.3
1690,Revolutionary Road,2008,R,119,67,22.9
1691,The Reader,2008,R,124,61,34.1
1692,Milk,2008,R,128,94,31.7
1693,The Wrestler,2008,R,109,98,26.1
1694,The Other End of the Line,2008,PG-13,106,37,0.0591
1695,Wendy and Lucy,2008,R,80,85,0.7
1696,Morning Light,2008,PG,97,33,0.1
1697,Two Lovers,2008,R,110,82,3.0
1698,The Great Buck Howard,2008,PG,90,72,0.6
1699,Sunshine Cleaning,2008,R,91,72,12.0
1700,American Violet,2008,PG-13,103,74,0.5
1701,Sugar,2008,R,114,92,1.0
1702,Valentino: The Last Emperor,2008,PG-13,96,77,1.6
1703,Management,2008,R,94,46,0.8
1704,Rudo y Cursi,2008,R,103,73,1.7
1705,Tyson,2008,R,90,85,0.8
1706,Soul Power,2008,PG-13,92,85,0.0239
1707,Every Little Step,2008,PG-13,96,92,1.5
1708,The Brothers Bloom,2008,PG-13,114,66,3.5
1709,The Hurt Locker,2008,R,131,98,15.7
1710,"Food, Inc.",2008,PG,94,96,4.2
1711,Goodbye Solo,2008,R,91,94,0.8
1712,It Might Get Loud,2008,PG,98,80,1.2
1713,The Secrets of Jonathan Sperry,2008,PG,96,0,1.1
1714,The Stoning of Soraya M.,2008,R,114,57,0.5
1715,The Loss of a Teardrop Diamond,2008,PG-13,102,26,0.0945
1716,More Than a Game,2008,PG,105,71,0.9
1717,"New York, I Love You",2008,R,103,36,1.6
1718,The Burning Plain,2008,R,107,35,0.0587
1719,The Yellow Handkerchief,2008,PG-13,102,67,0.2
1720,The Merry Gentleman,2008,R,110,63,0.3
1721,Me and Orson Welles,2008,PG-13,114,85,1.1
1722,"Lovely, Still",2008,PG,92,71,0.1
1723,Youssou Ndour: I Bring What I Love,2008,PG,102,83,0.0326
1724,Finding Amanda,2008,R,96,40,0.0313
1725,The Wrecking Crew,2008,PG,101,92,0.8
1726,Street Dreams,2009,R,88,0,0.0849
1727,Alien Trespass,2009,PG,90,35,0.0434
1728,The Unborn,2009,PG-13,88,10,42.6
1729,Bride Wars,2009,PG,89,10,58.6
1730,Not Easily Broken,2009,PG-13,99,33,10.6
1731,My Bloody Valentine,2009,R,101,57,51.5
1732,Paul Blart: Mall Cop,2009,PG,91,33,146.3
1733,Chandni Chowk to China,2009,PG-13,154,44,0.9
1734,Hotel for Dogs,2009,PG,100,45,73.0
1735,Notorious,2009,R,122,51,36.7
1736,The Slammin' Salmon,2009,R,90,35,0.0262
1737,La mission,2009,R,117,48,1.1
1738,Underworld: Rise of the Lycans,2009,R,92,29,45.8
1739,The Uninvited,2009,PG-13,87,32,28.6
1740,New in Town,2009,PG,97,29,16.7
1741,Push,2009,PG-13,111,23,31.7
1742,Coraline,2009,PG,100,90,75.2
1743,He's Just Not That Into You,2009,PG-13,129,40,93.9
1744,The Pink Panther 2,2009,PG,92,12,35.9
1745,Friday the 13th,2009,R,97,25,65.0
1746,The International,2009,R,118,59,25.5
1747,Confessions of a Shopaholic,2009,PG,104,25,44.2
1748,Under the Sea 3D,2009,G,40,94,34.6
1749,Fanboys,2009,PG-13,90,32,0.5
1750,Fired Up!,2009,PG-13,90,24,16.8
1751,Madea Goes to Jail,2009,PG-13,103,29,90.5
1752,Crossing Over,2009,R,113,16,0.4
1753,Echelon Conspiracy,2009,PG-13,105,0,0.5
1754,Street Fighter: The Legend of Chun-Li,2009,PG-13,96,18,8.6
1755,Jonas Brothers: The 3D Concert Experience,2009,G,76,24,19.0
1756,Watchmen,2009,R,162,65,107.5
1757,Race to Witch Mountain,2009,PG,98,43,67.1
1758,The Last House on the Left,2009,R,110,41,32.7
1759,Miss March,2009,R,90,5,4.5
1760,Brothers at War,2009,R,110,68,0.0331
1761,That Evening Sun,2009,PG-13,109,81,0.0838
1762,"I Love You, Man",2009,R,105,84,71.3
1763,Duplicity,2009,PG-13,125,64,40.6
1764,Knowing,2009,PG-13,121,33,79.9
1765,The Cross,2009,PG,90,18,0.6
1766,12 Rounds,2009,PG-13,108,29,12.2
1767,Monsters vs. Aliens,2009,PG,94,72,198.3
1768,The Haunting in Connecticut,2009,PG-13,92,17,55.3
1769,Fast & Furious,2009,PG-13,107,28,155.0
1770,Adventureland,2009,R,107,88,16.0
1771,Dragonball: Evolution,2009,PG,85,14,9.4
1772,Observe and Report,2009,R,86,51,24.0
1773,Hannah Montana: The Movie,2009,G,102,44,79.5
1774,17 Again,2009,PG-13,102,55,64.1
1775,State of Play,2009,PG-13,127,84,37.0
1776,Crank: High Voltage,2009,R,96,63,13.6
1777,Sin Nombre,2009,R,96,89,2.4
1778,Fighting,2009,PG-13,105,39,23.0
1779,Obsessed,2009,PG-13,108,19,68.3
1780,Outrage,2009,R,90,78,0.2
1781,The Soloist,2009,PG-13,117,56,31.7
1782,X-Men Origins: Wolverine,2009,PG-13,107,38,179.7
1783,Ghosts of Girlfriends Past,2009,PG-13,100,27,55.2
1784,Star Trek,2009,PG-13,127,95,257.7
1785,Next Day Air,2009,R,84,21,10.0
1786,Angels & Demons,2009,PG-13,138,37,133.4
1787,Terminator Salvation,2009,PG-13,115,33,125.3
1788,Dance Flick,2009,PG-13,83,18,25.6
1789,Night at the Museum: Battle of the Smithsonian,2009,PG,105,44,177.1
1790,Drag Me to Hell,2009,PG-13,99,92,42.1
1791,Up,2009,PG,96,98,293.0
1792,Land of the Lost,2009,PG-13,102,26,49.4
1793,My Life in Ruins,2009,PG-13,95,9,8.5
1794,The Hangover,2009,R,100,79,277.3
1795,Saint John of Las Vegas,2009,R,85,24,0.0722
1796,Imagine That,2009,PG,107,40,16.1
1797,The Taking of Pelham 1 2 3,2009,R,106,51,65.5
1798,Amreeka,2009,PG-13,96,87,0.4
1799,Year One,2009,PG-13,97,15,43.3
1800,The Proposal,2009,PG-13,108,44,163.9
1801,Transformers: Revenge of the Fallen,2009,PG-13,150,19,402.1
1802,Tetro,2009,R,127,71,0.3
1803,Away We Go,2009,R,98,67,9.4
1804,My Sister's Keeper,2009,PG-13,109,48,49.1
1805,Ice Age: Dawn of the Dinosaurs,2009,PG,94,45,196.6
1806,Public Enemies,2009,R,140,68,97.0
1807,Whatever Works,2009,PG-13,92,49,5.2
1808,Spread,2009,R,97,21,0.1
1809,The Girlfriend Experience,2009,R,77,66,0.6
1810,"I Love You, Beth Cooper",2009,PG-13,102,14,141.2
1811,Brüno,2009,R,81,68,60.0
1812,Harry Potter and the Half-Blood Prince,2009,PG,153,84,301.9
1813,G-Force,2009,PG,88,22,119.4
1814,The Ugly Truth,2009,R,96,13,88.9
1815,Orphan,2009,R,123,55,41.5
1816,Funny People,2009,R,146,68,51.8
1817,Aliens in the Attic,2009,PG,86,31,25.0
1818,The Collector,2009,R,90,30,7.7
1819,Shrink,2009,R,104,29,0.0932
1820,Julie & Julia,2009,PG-13,123,75,94.1
1821,(500) Days of Summer,2009,PG-13,95,86,32.1
1822,A Perfect Getaway,2009,R,98,61,15.5
1823,G.I. Joe: The Rise of Cobra,2009,PG-13,118,35,150.2
1824,The Cove,2009,PG-13,92,94,0.6
1825,District 9,2009,R,112,90,115.6
1826,"The Goods: Live Hard, Sell Hard",2009,R,89,27,15.0
1827,Bandslam,2009,PG,111,81,5.2
1828,The Time Traveler's Wife,2009,PG-13,107,38,63.4
1829,X Games 3D: The Movie,2009,PG,92,40,0.8
1830,Shorts,2009,PG,89,45,20.9
1831,Inglourious Basterds,2009,R,153,89,120.5
1832,Post Grad,2009,PG-13,88,8,6.3
1833,Halloween II,2009,R,105,19,33.3
1834,Paper Heart,2009,PG-13,88,58,1.1
1835,Play the Game,2009,PG-13,105,27,0.5
1836,The Final Destination,2009,R,82,29,66.4
1837,Motherhood,2009,PG-13,90,20,0.0501
1838,Taking Woodstock,2009,R,120,47,7.4
1839,Adam,2009,PG-13,99,64,2.1
1840,Carriers,2009,PG-13,84,63,0.0908
1841,Extract,2009,R,92,63,10.6
1842,All About Steve,2009,PG-13,99,7,33.8
1843,Gamer,2009,R,95,28,20.5
1844,9,2009,PG-13,79,56,31.7
1845,I Can Do Bad All by Myself,2009,PG-13,113,63,51.7
1846,Sorority Row,2009,R,101,22,11.9
1847,Whiteout,2009,R,101,7,10.2
1848,Humpday,2009,R,94,79,0.3
1849,Love Happens,2009,PG-13,109,16,22.9
1850,Jennifer's Body,2009,R,102,42,16.0
1851,Cloudy with a Chance of Meatballs,2009,PG,90,87,124.9
1852,The Informant!,2009,R,108,79,33.3
1853,The Limits of Control,2009,R,116,44,0.4
1854,I Hope They Serve Beer in Hell,2009,R,105,20,1.4
1855,Fame,2009,PG,107,25,22.4
1856,Surrogates,2009,PG-13,89,39,38.5
1857,The September Issue,2009,PG-13,90,83,3.7
1858,My One and Only,2009,PG-13,108,68,2.3
1859,Capitalism: A Love Story,2009,R,127,75,14.3
1860,The Invention of Lying,2009,PG-13,100,58,18.4
1861,Whip It,2009,PG-13,111,84,13.0
1862,Zombieland,2009,R,88,90,75.6
1863,Couples Retreat,2009,PG-13,113,11,109.2
1864,From Mexico with Love,2009,PG-13,96,0,0.5
1865,Law Abiding Citizen,2009,R,109,25,73.3
1866,The Stepfather,2009,PG-13,101,11,29.1
1867,Where the Wild Things Are,2009,PG,101,73,77.2
1868,Astro Boy,2009,PG,94,49,19.5
1869,Amelia,2009,PG,111,20,14.2
1870,Cirque du Freak: The Vampire's Assistant,2009,PG-13,109,38,13.8
1871,Good Hair,2009,PG-13,96,95,4.1
1872,Saw VI,2009,R,90,36,27.7
1873,This Is It,2009,PG,111,81,71.8
1874,A Christmas Carol,2009,PG,96,54,137.8
1875,A Serious Man,2009,R,106,89,9.2
1876,The Men Who Stare at Goats,2009,R,94,52,32.4
1877,The Fourth Kind,2009,PG-13,98,19,25.5
1878,The Box,2009,PG-13,115,45,114.9
1879,Today's Special,2009,R,99,81,0.3
1880,2012,2009,PG-13,158,39,166.1
1881,Planet 51,2009,PG,91,21,42.2
1882,The Blind Side,2009,PG-13,129,66,255.5
1883,Precious,2009,R,110,91,47.5
1884,The Twilight Saga: New Moon,2009,PG-13,130,28,296.6
1885,Old Dogs,2009,PG,88,5,49.5
1886,Fantastic Mr. Fox,2009,PG,87,92,20.9
1887,Ninja Assassin,2009,R,99,26,38.1
1888,Armored,2009,PG-13,88,40,16.0
1889,Everybody's Fine,2009,PG-13,99,46,8.9
1890,The Messenger,2009,R,113,90,1.0
1891,Brothers,2009,R,105,63,28.5
1892,The Boondock Saints II: All Saints Day,2009,R,118,23,10.2
1893,Invictus,2009,PG-13,134,76,37.4
1894,Bad Lieutenant: Port of Call New Orleans,2009,R,122,87,1.6
1895,The Princess and the Frog,2009,G,97,85,104.4
1896,Did You Hear About the Morgans?,2009,PG-13,103,12,29.6
1897,Avatar,2009,PG-13,162,83,760.5
1898,The Road,2009,R,111,75,8.0
1899,Alvin and the Chipmunks: The Squeakquel,2009,PG,88,21,219.3
1900,Up in the Air,2009,R,109,91,83.8
1901,Nine,2009,PG-13,118,37,19.6
1902,It's Complicated,2009,R,120,57,112.7
1903,Sherlock Holmes,2009,PG-13,128,70,208.7
1904,The Young Victoria,2009,PG,105,76,10.9
1905,Daybreakers,2009,R,98,67,30.0
1906,Youth in Revolt,2009,R,90,66,15.2
1907,Black Dynamite,2009,R,84,85,0.1
1908,The Lovely Bones,2009,PG-13,135,31,44.0
1909,To Save a Life,2009,PG-13,120,33,3.7
1910,An Education,2009,PG-13,100,94,12.5
1911,Crazy Heart,2009,R,112,91,38.3
1912,A Single Man,2009,R,99,85,9.1
1913,The Good Guy,2009,R,90,35,0.0347
1914,Brooklyn's Finest,2009,R,132,43,26.7
1915,Ondine,2009,PG-13,111,70,0.5
1916,Chloe,2009,R,96,51,1.8
1917,Life During Wartime,2009,R,98,69,0.3
1918,The Perfect Game,2009,PG,118,57,1.0
1919,Oceans,2009,G,84,81,19.0
1920,The Joneses,2009,R,96,62,1.0
1921,City Island,2009,PG-13,104,81,6.7
1922,Cold Souls,2009,PG-13,101,74,0.7
1923,Princess Kaiulani,2009,PG,97,18,0.9
1924,Splice,2009,R,104,74,17.0
1925,The City of Your Final Destination,2009,PG-13,117,38,0.5
1926,Solitary Man,2009,R,90,81,4.4
1927,Mother and Child,2009,R,125,79,1.1
1928,The Maiden Heist,2009,PG-13,90,0,0.5
1929,Middle Men,2009,R,105,40,0.7
1930,Get Low,2009,PG-13,103,84,9.2
1931,Leaves of Grass,2009,R,105,59,0.068
1932,Like Dandelion Dust,2009,PG-13,100,80,0.4
1933,World's Greatest Dad,2009,R,99,89,0.2
1934,Case 39,2009,R,109,22,13.2
1935,Waking Sleeping Beauty,2009,PG,86,71,0.0331
1936,The Other Woman,2009,R,102,39,0.0206
1937,Chain Letter,2009,R,96,23,0.1
1938,Oy Vey! My Son Is Gay!!,2009,PG-13,90,0,0.0872
1939,I Love You Phillip Morris,2009,R,98,72,2.0
1940,Down for Life,2009,R,92,0,0.0396
1941,(Untitled),2009,R,96,65,0.2
1942,The Mighty Macs,2009,G,99,46,1.9
1943,Tanner Hall,2009,R,96,12,0.005
1944,I'm Not Jesus Mommy,2010,R,89,0,0.0053
1945,Immigration Tango,2010,R,92,7,0.0238
1946,Leonie,2010,PG-13,102,42,0.0537
1947,Passion Play,2010,R,94,3,0.0021
1948,Smash His Camera,2010,PG-13,87,80,0.0024
1949,Dumbstruck,2010,PG,85,71,0.015
1950,Crazy on the Outside,2010,PG-13,96,8,0.0644
1951,Leap Year,2010,PG,100,21,25.9
1952,The Book of Eli,2010,R,118,48,94.3
1953,The Spy Next Door,2010,PG,94,12,24.3
1954,Tooth Fairy,2010,PG,101,18,58.6
1955,Extraordinary Measures,2010,PG,106,28,11.9
1956,Legion,2010,R,100,19,40.2
1957,The Tillman Story,2010,R,94,93,0.8
1958,The Dry Land,2010,R,92,61,0.0074
1959,8: The Mormon Proposition,2010,R,80,63,0.0999
1960,Edge of Darkness,2010,R,117,56,43.3
1961,Preacher's Kid,2010,PG-13,110,50,0.4
1962,When in Rome,2010,PG-13,91,17,32.6
1963,Dear John,2010,PG-13,108,29,79.6
1964,From Paris with Love,2010,R,92,37,24.0
1965,Percy Jackson & the Olympians: The Lightning Thief,2010,PG,118,49,86.7
1966,Valentine's Day,2010,PG-13,125,18,110.0
1967,The Wolfman,2010,R,103,34,61.9
1968,Shutter Island,2010,R,138,68,125.0
1969,Blood Done Sign My Name,2010,PG-13,128,50,0.0827
1970,Cop Out,2010,R,107,19,44.0
1971,The Crazies,2010,R,101,71,38.2
1972,"Lebanon, Pa.",2010,PG-13,100,50,0.0447
1973,Alice in Wonderland,2010,PG,108,51,319.3
1974,She's Out of My League,2010,R,104,58,28.7
1975,Remember Me,2010,PG-13,113,27,18.2
1976,Our Family Wedding,2010,PG-13,103,13,18.6
1977,Green Zone,2010,R,115,53,33.1
1978,Elektra Luxx,2010,R,100,28,0.0108
1979,The Runaways,2010,R,106,68,2.0
1980,The Bounty Hunter,2010,PG-13,110,13,56.0
1981,Diary of a Wimpy Kid,2010,PG,94,53,64.0
1982,Repo Men,2010,R,111,22,13.2
1983,Frozen,2010,R,93,62,0.1
1984,Hot Tub Time Machine,2010,R,101,63,48.9
1985,How to Train Your Dragon,2010,PG,98,98,217.4
1986,Greenberg,2010,R,107,75,2.3
1987,The Last Song,2010,PG,107,20,42.4
1988,Meet Monica Velour,2010,R,98,48,0.0316
1989,Why Did I Get Married Too?,2010,PG-13,121,26,48.5
1990,Clash of the Titans,2010,PG-13,106,28,163.2
1991,Date Night,2010,PG-13,88,67,98.7
1992,Letters to God,2010,PG,110,25,1.1
1993,The Extraordinary Adventures of Adèle Blanc-Sec,2010,PG,107,83,0.1
1994,Death at a Funeral,2010,R,92,41,16.0
1995,Kick-Ass,2010,R,117,76,20.0
1996,Redemption Road,2010,PG-13,95,57,0.0258
1997,The Losers,2010,PG-13,97,49,23.0
1998,The Back-up Plan,2010,PG-13,106,18,37.5
1999,Every Day,2010,R,93,33,0.0099
2000,Furry Vengeance,2010,PG,92,8,16.0
2001,A Nightmare on Elm Street,2010,R,95,15,62.0
2002,Iron Man 2,2010,PG-13,124,72,312.1
2003,Just Wright,2010,PG,100,45,21.5
2004,Letters to Juliet,2010,PG,105,40,53.0
2005,Robin Hood,2010,PG-13,140,43,105.2
2006,MacGruber,2010,R,90,47,8.0
2007,Shrek Forever After,2010,PG,93,58,238.3
2008,The Romantics,2010,PG-13,95,15,0.1
2009,Sex and the City 2,2010,R,146,15,95.3
2010,Prince of Persia: The Sands of Time,2010,PG-13,116,36,90.8
2011,Get Him to the Greek,2010,R,109,73,60.9
2012,Marmaduke,2010,PG,87,9,33.6
2013,Killers,2010,PG-13,100,11,47.0
2014,The Killer Inside Me,2010,R,109,55,0.2
2015,The A-Team,2010,PG-13,117,47,77.2
2016,The Karate Kid,2010,PG,140,66,176.6
2017,Please Give,2010,R,90,86,4.0
2018,Toy Story 3,2010,G,103,99,415.0
2019,Jonah Hex,2010,PG-13,81,12,10.5
2020,Knight and Day,2010,PG-13,109,52,76.4
2021,Grown Ups,2010,PG-13,102,10,162.0
2022,The Twilight Saga: Eclipse,2010,PG-13,124,49,300.5
2023,The Last Airbender,2010,PG,103,6,131.6
2024,Joan Rivers: A Piece of Work,2010,R,84,91,2.9
2025,Despicable Me,2010,PG,95,81,251.5
2026,Predators,2010,R,107,64,52.0
2027,The Sorcerer's Apprentice,2010,PG,109,41,63.1
2028,Cyrus,2010,R,91,80,7.5
2029,Inception,2010,PG-13,148,86,292.6
2030,Winter's Bone,2010,R,100,94,6.5
2031,Standing Ovation,2010,PG,105,6,0.5
2032,Salt,2010,PG-13,100,62,118.3
2033,Ramona and Beezus,2010,G,103,70,26.2
2034,Cats & Dogs: The Revenge of Kitty Galore,2010,PG,82,14,43.6
2035,Dinner for Schmucks,2010,PG-13,114,42,73.0
2036,Charlie St. Cloud,2010,PG-13,99,27,31.1
2037,The Kids Are All Right,2010,R,106,93,20.8
2038,Step Up 3D,2010,PG-13,107,46,42.4
2039,Restrepo,2010,R,93,96,1.3
2040,The Other Guys,2010,PG-13,107,79,119.2
2041,The Wildest Dream,2010,PG,94,76,0.9
2042,Twelve,2010,R,93,3,0.2
2043,Scott Pilgrim vs. the World,2010,PG-13,112,82,31.5
2044,The Expendables,2010,R,103,41,103.0
2045,Eat Pray Love,2010,PG-13,133,36,80.6
2046,Vampires Suck,2010,PG-13,82,5,36.7
2047,Piranha 3D,2010,R,88,73,25.0
2048,The Switch,2010,PG-13,101,51,27.8
2049,Lottery Ticket,2010,PG-13,99,34,24.7
2050,Nanny McPhee Returns,2010,PG,109,76,29.0
2051,The Last Exorcism,2010,PG-13,87,72,41.0
2052,Takers,2010,PG-13,107,28,57.7
2053,Howl,2010,R,84,63,0.6
2054,The American,2010,R,105,66,35.6
2055,Freakonomics,2010,PG-13,85,65,0.1
2056,Machete,2010,R,105,72,26.6
2057,Going the Distance,2010,R,102,53,17.8
2058,Legendary,2010,PG-13,107,17,0.2
2059,Flipped,2010,PG,90,55,1.8
2060,Resident Evil: Afterlife,2010,R,97,23,60.1
2061,I'm Still Here,2010,R,108,53,0.4
2062,Easy A,2010,PG-13,92,85,58.4
2063,Alpha and Omega,2010,PG,88,16,25.1
2064,The Town,2010,R,125,93,92.2
2065,Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,97,50,55.7
2066,Wall Street: Money Never Sleeps,2010,PG-13,133,55,52.5
2067,You Again,2010,PG,105,17,25.7
2068,The Virginity Hit,2010,R,86,29,0.5
2069,The Social Network,2010,PG-13,120,96,96.9
2070,Catfish,2010,PG-13,87,80,3.2
2071,Let Me In,2010,R,116,88,12.1
2072,Life as We Know It,2010,PG-13,114,28,53.4
2073,As Good as Dead,2010,R,100,0,0.0015
2074,Secretariat,2010,PG,123,64,59.7
2075,It's Kind of a Funny Story,2010,PG-13,101,58,6.4
2076,My Soul to Take,2010,R,107,9,14.6
2077,Ghetto Physics,2010,R,94,42,0.0101
2078,RED,2010,PG-13,111,71,90.4
2079,Jackass 3D,2010,R,94,65,117.2
2080,Buried,2010,R,95,87,1.0
2081,Never Let Me Go,2010,R,103,71,2.4
2082,Under the Boardwalk: The Monopoly Story,2010,G,88,85,0.0051
2083,I Want Your Money,2010,PG,92,0,0.4
2084,Exporting Raymond,2010,PG,86,71,0.0839
2085,Paranormal Activity 2,2010,R,91,58,84.7
2086,Hereafter,2010,PG-13,129,46,32.7
2087,Stone,2010,R,105,50,1.8
2088,You Will Meet a Tall Dark Stranger,2010,R,98,46,3.2
2089,Waiting for 'Superman',2010,PG,111,89,6.4
2090,Saw 3D: The Final Chapter,2010,R,90,9,45.7
2091,Hatchet II,2010,R,85,36,0.0526
2092,For Colored Girls,2010,R,133,32,37.7
2093,Conviction,2010,R,107,67,6.8
2094,Due Date,2010,R,95,40,100.4
2095,Megamind,2010,PG,95,72,148.2
2096,Morning Glory,2010,PG-13,107,56,31.0
2097,Skyline,2010,PG-13,97,15,12.0
2098,Unstoppable,2010,PG-13,98,86,81.6
2099,Inside Job,2010,PG-13,105,98,4.3
2100,Senna,2010,PG-13,106,92,1.6
2101,Brotherhood,2010,R,76,54,0.0195
2102,Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,146,78,295.0
2103,Queen of the Lot,2010,R,120,29,0.2
2104,The Next Three Days,2010,PG-13,133,52,21.1
2105,The Way,2010,PG-13,123,82,4.4
2106,Tangled,2010,PG,100,90,200.8
2107,Love & Other Drugs,2010,R,112,49,32.4
2108,Burlesque,2010,PG-13,119,36,39.4
2109,Faster,2010,R,98,43,23.2
2110,London Boulevard,2010,R,103,33,0.0105
2111,Fair Game,2010,PG-13,108,79,9.5
2112,Night Catches Us,2010,R,90,81,0.0753
2113,All Good Things,2010,R,101,33,0.6
2114,Tucker and Dale vs. Evil,2010,R,89,84,0.2
2115,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,113,49,104.4
2116,The Tourist,2010,PG-13,103,20,67.6
2117,Black Swan,2010,R,108,87,107.0
2118,TRON: Legacy,2010,PG,125,51,172.1
2119,How Do You Know,2010,PG-13,121,32,30.2
2120,Yogi Bear,2010,PG,80,13,100.2
2121,The Fighter,2010,R,116,91,93.6
2122,Little Fockers,2010,PG-13,98,10,148.4
2123,True Grit,2010,PG-13,110,96,171.0
2124,Holy Rollers,2010,R,89,51,0.3
2125,Gulliver's Travels,2010,PG,85,21,42.8
2126,The King's Speech,2010,R,118,94,138.8
2127,The Last Godfather,2010,PG-13,100,0,0.2
2128,Jack Goes Boating,2010,R,89,68,0.5
2129,Love Ranch,2010,R,117,12,0.1
2130,The Tempest,2010,PG-13,110,30,0.3
2131,Country Strong,2010,PG-13,117,22,20.2
2132,Henry's Crime,2010,R,108,40,0.1
2133,I Spit on Your Grave,2010,R,108,34,0.0924
2134,Somewhere,2010,R,97,71,1.8
2135,The Way Back,2010,PG-13,133,74,2.7
2136,The Extra Man,2010,R,108,42,0.5
2137,Rabbit Hole,2010,PG-13,91,86,2.2
2138,127 Hours,2010,R,94,93,18.3
2139,Waiting for Forever,2010,PG-13,95,6,0.021
2140,Vanishing on 7th Street,2010,R,92,50,0.0222
2141,The Company Men,2010,R,104,67,4.4
2142,Last Night,2010,R,93,50,0.1
2143,The Grace Card,2010,PG-13,101,35,2.4
2144,Happythankyoumoreplease,2010,R,100,40,0.2
2145,Client 9: The Rise and Fall of Eliot Spitzer,2010,R,117,91,0.2
2146,Submarine,2010,R,97,86,0.5
2147,Peep World,2010,R,79,23,0.0109
2148,The 5th Quarter,2010,PG,90,50,0.4
2149,Insidious,2010,PG-13,103,66,54.0
2150,Road to Nowhere,2010,R,121,80,0.0403
2151,The Conspirator,2010,PG-13,122,55,11.5
2152,Meek's Cutoff,2010,PG,104,85,1.0
2153,Trust,2010,R,106,78,0.1
2154,Dylan Dog: Dead of Night,2010,PG-13,107,8,1.2
2155,Sympathy for Delicious,2010,R,96,29,0.0131
2156,Harvest,2010,R,102,73,0.0241
2157,The Perfect Host,2010,R,93,44,0.0483
2158,Skateland,2010,PG-13,96,38,0.0111
2159,Bloodworth,2010,R,105,50,0.0096
2160,Cost of a Soul,2010,R,107,27,0.0254
2161,Cool It,2010,PG,87,51,0.0627
2162,Rejoice and Shout,2010,PG,115,76,0.1
2163,Beginners,2010,R,105,84,5.8
2164,Super,2010,R,96,48,0.3
2165,Wrecked,2010,R,91,46,0.0048
2166,Ceremony,2010,R,89,40,0.0217
2167,Stake Land,2010,R,98,75,0.0185
2168,Cherry,2010,R,99,60,0.0111
2169,The First Grader,2010,PG-13,103,59,0.3
2170,Countdown to Zero,2010,PG,91,81,0.3
2171,Hesher,2010,R,106,54,0.4
2172,Amigo,2010,R,124,62,0.2
2173,Dirty Girl,2010,R,90,27,0.0536
2174,A Little Help,2010,R,109,41,0.0858
2175,Don't Be Afraid of the Dark,2010,R,99,58,24.0
2176,The Debt,2010,R,113,77,31.1
2177,Cave of Forgotten Dreams,2010,G,90,96,5.2
2178,Everything Must Go,2010,R,97,75,2.7
2179,The Whistleblower,2010,R,112,74,1.1
2180,Beautiful Boy,2010,R,100,69,0.0772
2181,Tabloid,2010,R,87,91,0.7
2182,Welcome to the Rileys,2010,R,110,55,0.2
2183,Vidal Sassoon: The Movie,2010,PG,90,59,0.0852
2184,I Kissed a Vampire,2010,PG,91,0,0.0014
2185,Virginia,2010,R,111,4,0.0111
2186,Main Street,2010,PG,92,13,0.0016
2187,High School,2010,R,99,27,0.0827
2188,Morning,2010,R,95,45,0.0029
